# The Comparative Toxicogenomics Database (CTD) - http://ctdbase.org/
#   Copyright 2012-2020 NC State University. All rights reserved.
#  
# 
# Use is subject to the terms set forth at http://ctdbase.org/about/legal.jsp
# These terms include:
# 
#   1. All forms of publication (e.g., web sites, research papers, databases,
#      software applications, etc.) that use or rely on CTD data must cite CTD.
#      Citation guidelines: http://ctdbase.org/about/publications/#citing
# 
#   2. All electronic or online applications must include hyperlinks from 
#      contexts that use CTD data to the applicable CTD data pages.
#      Linking instructions: http://ctdbase.org/help/linking.jsp
# 
#   3. You must notify CTD, and describe your use of our data:
#      http://ctdbase.org/help/contact.go
# 
#   4. For quality control purposes, you must provide CTD with periodic 
#      access to your publication of our data.
# 
# More information: http://ctdbase.org/downloads/
# 
# Report created: Sun Mar 29 15:41:10 EDT 2020
#
# Fields:
# reference,studyfactors,exposurestressors,receptors,studycountries,mediums,exposuremarkers,diseases,phenotypes,authorsummary
#
19890164,,1-methylphenanthrene^C041507^MESH|2-methylphenanthrene^C109834^MESH|2-phenylphenol^C004369^MESH|acenaphthene^C042552^MESH|Aluminum^D000535^MESH|Ammonia^D000641^MESH|Calcium^D002118^MESH|Carbon^D002244^MESH|Copper^D003300^MESH|Diethylhexyl Phthalate^D004051^MESH|dioctyl adipate^C013966^MESH|fluoranthene^C007738^MESH|fluorene^C041509^MESH|Iron^D007501^MESH|Lead^D007854^MESH|Manganese^D008345^MESH|Nitrates^D009566^MESH|Particulate Matter^D052638^MESH|phenanthrene^C031181^MESH|Potassium^D011188^MESH|pyrene^C030984^MESH|Sulfates^D013431^MESH|Vanadium^D014639^MESH,,United States,"air, indoor|air, outdoor",1-methylphenanthrene^C041507^MESH|2-methylphenanthrene^C109834^MESH|2-phenylphenol^C004369^MESH|acenaphthene^C042552^MESH|Aluminum^D000535^MESH|Ammonia^D000641^MESH|Calcium^D002118^MESH|Carbon^D002244^MESH|Copper^D003300^MESH|Diethylhexyl Phthalate^D004051^MESH|dioctyl adipate^C013966^MESH|fluoranthene^C007738^MESH|fluorene^C041509^MESH|Iron^D007501^MESH|Lead^D007854^MESH|Manganese^D008345^MESH|Nitrates^D009566^MESH|Particulate Matter^D052638^MESH|phenanthrene^C031181^MESH|Potassium^D011188^MESH|pyrene^C030984^MESH|Sulfates^D013431^MESH|Vanadium^D014639^MESH,,,"In this study, we found that cumulative air pollution burdens were more pronounced indoors than outdoors in an urban industrial environmental justice community in comparison with a rural community."
19900697,,"Carbofuran^D002235^MESH|Chlorpyrifos^D004390^MESH|DEET^D003671^MESH|dicloran^C004354^MESH|dimethyl 2,3,5,6-tetrachloroterephthalate^C007220^MESH|metolachlor^C051786^MESH|tetrachloroisophthalonitrile^C005806^MESH|Trifluralin^D014274^MESH",^^^^Infants or newborns|^^^^Mothers,United States,"blood, cord|serum","Carbofuran^D002235^MESH|Chlorpyrifos^D004390^MESH|DEET^D003671^MESH|dicloran^C004354^MESH|dimethyl 2,3,5,6-tetrachloroterephthalate^C007220^MESH|metolachlor^C051786^MESH|tetrachloroisophthalonitrile^C005806^MESH|Trifluralin^D014274^MESH",Birth Weight^D001724^MESH|Prenatal Exposure Delayed Effects^D011297^MESH,head development^GO:0060322^GO,"In this paper, we explore the relation betweenmaternal and cord pesticide concentrations and birth outcomes including birth weight, birth length, and abdominal and head circumferences."
19906654,,bisphenol A^C006780^MESH,^^^^Workers,China,air|urine,bisphenol A^C006780^MESH,"Infertility, Male^D007248^MESH",male mating behavior^GO:0060179^GO|penile erection^GO:0043084^GO|sperm ejaculation^GO:0042713^GO,Our findings provide the first evidence that exposure to BPA in the workplace could have an adverse effect on male sexual dysfunction.
19907334,genetics,Chlorpyrifos^D004390^MESH|Diazinon^D003976^MESH|Pesticides^D010575^MESH,PON1^gene^5444^GENE^Subjects with gene influence:,United States,,Chlorpyrifos^D004390^MESH|Diazinon^D003976^MESH|Pesticides^D010575^MESH,Parkinson Disease^D010300^MESH,,The increase in risk we observed among PON1-55 variant carriers for specific organophosphates metabolized by PON1 underscores the importance of considering susceptibility factors when studying environmental exposures in Parkinson disease.
19921915,,Organophosphorus Compounds^D009943^MESH,^^^^Study subjects,United States,,Organophosphorus Compounds^D009943^MESH,,,"The objectives of our study are to develop a methodology for a health risk interpretation of biomonitoring data, and to apply it using National Health and Nutrition Examination Survey 1999-2002 body burden data for organophosphorus pesticides."
19933698,alcohol drinking|tobacco,Ethanol^D000431^MESH,Lung Neoplasms^disease^D008175^MESH^Controls for disease:|Lung Neoplasms^disease^D008175^MESH^Subjects with disease:|^^^^Study subjects,Italy,,Ethanol^D000431^MESH,Lung Neoplasms^D008175^MESH,,"In a large population-based case-control study of lung cancer conducted in Italy, heavy alcohol consumption appeared to be a risk factor among smokers."
19952788,age|sex,Lead^D007854^MESH,^^^^Study subjects,United States,blood|bone|patella|tibia,Lead^D007854^MESH,Hypertension^D006973^MESH,,"In summary, this study suggests that the prediction equations developed in the Normative Aging Study may be used to predict bone lead levels in other community-based cohorts with reasonable accuracy based on blood lead levels and other standard covariates where bone lead measurements are not available."
19957052,,Arsenic^D001151^MESH,^^^^Study subjects,"Taiwan, Province of China",,,Carotid Artery Diseases^D002340^MESH|Coronary Artery Disease^D003324^MESH,regulation of ventricular cardiac muscle cell membrane repolarization^GO:0060307^GO,QT dispersion may be indicated as an early biomarker for atherosclerotic diseases and a significant and strong predictor of cardiovascular mortality in populations with chronic arsenic exposure.
19967393,,Lead^D007854^MESH,Depressive Disorder^disease^D003866^MESH^Controls for disease:|Depressive Disorder^disease^D003866^MESH^Subjects with disease:|^^^^Study subjects,United States,blood,Lead^D007854^MESH,Depressive Disorder^D003866^MESH,,This cross-sectional study did not provide consistent evidence for an association between environmental lead exposure and depression within the investigated blood lead levels.
20019899,,Insecticides^D007306^MESH|Polychlorinated Biphenyls^D011078^MESH,Seminoma^disease^D018239^MESH^Controls for disease:|Seminoma^disease^D018239^MESH^Subjects with disease:|Testicular Germ Cell Tumor^disease^C563236^MESH^Controls for disease:|Testicular Germ Cell Tumor^disease^C563236^MESH^Subjects with disease:,Norway,serum,"2,2',3',4,4',5-hexachlorobiphenyl^C029790^MESH|2,2',4,4',5-pentachlorobiphenyl^C500336^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|2,5,2',5'-tetrachlorobiphenyl^C009407^MESH|beta-hexachlorocyclohexane^C023888^MESH|DDT^D003634^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|Dieldrin^D004026^MESH|Heptachlor Epoxide^D006534^MESH|Hexachlorobenzene^D006581^MESH|Hexachlorocyclohexane^D001556^MESH|Mirex^D008917^MESH|nonachlor^C001870^MESH|o,p'-DDT^C016340^MESH|oxychlordane^C008743^MESH|Polychlorinated Biphenyls^D011078^MESH",Testicular Germ Cell Tumor^C563236^MESH,,"Our study provides additional (elevated serum concentrations), but qualified (odds ratios not statistically significant), evidence supporting an association for exposures to certain organochlorine compounds, and possibly some polychlorinated biphenyl congeners, with the risk of testicular germ cell tumors and seminomas."
20019902,,Lead^D007854^MESH,^^^^Study subjects,United States,blood|patella|tibia,Lead^D007854^MESH,Tooth Loss^D016388^MESH,,Long-term cumulative lead exposure is associated with increased odds of tooth loss.
20019903,,Lead^D007854^MESH,^^^^Children|Lead Poisoning^disease^D007855^MESH^Subjects with disease:|^^^^Study subjects,Senegal,blood,Lead^D007854^MESH,"Death^D003643^MESH|Lead Poisoning, Nervous System, Childhood^D020264^MESH",,Our investigations revealed a mass lead intoxication that occurred through inhalation and ingestion of soil and dust heavily contaminated with lead as a result of informal and unsafe used lead-acid batteries recycling.
20019910,,Phthalic Acids^D010795^MESH,^^^^Pregnant females,Mexico,urine,2-ethyl-5-carboxypentyl phthalate^C051450^MESH|Dibutyl Phthalate^D003993^MESH|diisodecyl phthalate^C042080^MESH|diisononyl phthalate^C012125^MESH|mono(2-ethyl-5-hydroxyhexyl) phthalate^C479069^MESH|mono(2-ethyl-5-oxohexyl)phthalate^C080276^MESH|mono-(2-ethylhexyl)phthalate^C016599^MESH|mono-benzyl phthalate^C103325^MESH|monobutyl phthalate^C028577^MESH|monoethyl phthalate^C581825^MESH|mono-isobutyl phthalate^C575690^MESH|Phthalic Acids^D010795^MESH,Premature Birth^D047928^MESH,,We found that phthalate exposure is prevalent among this group of pregnant women in Mexico and that some phthalates may be associated with preterm birth.
20019912,,Polychlorinated Biphenyls^D011078^MESH,^^^^Infants or newborns|^^^^Pregnant females,Slovakia,"blood, cord|serum","2,2',3',4,4',5-hexachlorobiphenyl^C029790^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|Polychlorinated Biphenyls^D011078^MESH",,cognition^GO:0050890^GO|psychomotor behavior^GO:0036343^GO,"Our findings showed a significant association of 4-OH-CB-107 with decreased Mental Development Index, which can possibly be mediated by endocrine disruption, altered neurotransmitter functions, or reduced thyroid hormone concentrations in brain."
20019913,,Lead^D007854^MESH,^^^^Children,India,blood,Lead^D007854^MESH,Anxiety Disorders^D001008^MESH|Attention Deficit Disorder with Hyperactivity^D001289^MESH,behavior^GO:0007610^GO|cognition^GO:0050890^GO,"Overall, this study suggests that lead exposure affects behavior across multiple domains, including anxiety and social behavior. The results also suggest that executive functions and attention are especially vulnerable to insult by lead among young children."
20019914,,Air Pollutants^D000393^MESH|Lead^D007854^MESH|Nitrogen Dioxide^D009585^MESH|Particulate Matter^D052638^MESH|Vehicle Emissions^D001335^MESH,^^^^Children,China,air,Air Pollutants^D000393^MESH|Lead^D007854^MESH|Nitrogen Dioxide^D009585^MESH|Particulate Matter^D052638^MESH|Vehicle Emissions^D001335^MESH,,cognition^GO:0050890^GO|psychomotor behavior^GO:0036343^GO,We found a significant relationship between chronic low-level traffic-related air pollution exposure and neurobehavioral function in exposed children.
20019916,,Benzofurans^D001572^MESH|Dioxins^D004147^MESH|Halogenated Diphenyl Ethers^D055768^MESH|Pesticides^D010575^MESH|Polychlorinated Biphenyls^D011078^MESH,^^^^Mothers,United States,"milk, human|serum","1,2,3,4,6,7,8-heptachlorodibenzodioxin^C046839^MESH|1,2,3,4,6,7,8-heptachlorodibenzofuran^C473650^MESH|1,2,3,4,7,8-hexachlorodibenzofuran^C051412^MESH|1,2,3,6,7,8-hexachlorodibenzodioxin^C046838^MESH|2,2',3,3',4,4',5-heptachlorobiphenyl^C541131^MESH|2,2',4,4',5-pentachlorobiphenyl^C500336^MESH|2,2',4,4'-tetrabromodiphenyl ether^C511295^MESH|2,3,3',4,4',5-hexachlorobiphenyl^C087667^MESH|2,3,3',4,4'-pentachlorobiphenyl^C067940^MESH|2,3',4,4',5-pentachlorobiphenyl^C070055^MESH|2,3,4,7,8-pentachlorodibenzofuran^C038890^MESH|2,4,4',5-tetrachlorobiphenyl^C541132^MESH|2,4,4'-trichlorobiphenyl^C081766^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|3,4,5,3',4',5'-hexachlorobiphenyl^C027309^MESH|3,4,5,3',4'-pentachlorobiphenyl^C023035^MESH|DDT^D003634^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|hexabrominated diphenyl ether 153^C517828^MESH|Hexachlorobenzene^D006581^MESH|Mirex^D008917^MESH|nonachlor^C001870^MESH|octachlorodibenzo-4-dioxin^C018117^MESH|octachlorodibenzofuran^C008694^MESH|oxychlordane^C008743^MESH|PCB 180^C410127^MESH|pentabrominated diphenyl ether 100^C517827^MESH",,,"Contrary to earlier research, we found that lipid-adjusted concentrations of polybrominated diphenyl ethers, polychlorinated biphenyls, polychlorinated dibenzo-p-dioxins, furans, and organochlorine pesticides in serum and milk do not consistently decrease during lactation and can increase for some women; thus, the concept of pumping and discarding early milk as means of reducing infant exposure is not supported."
20025755,,Particulate Matter^D052638^MESH,^^^^Study subjects,United States,air,Particulate Matter^D052638^MESH,Cardiovascular Diseases^D002318^MESH|Diabetes Mellitus^D003920^MESH|Respiratory Tract Diseases^D012140^MESH,,"We found that Particulate Matter (2.5) mass higher in Nickel, Arsenic, and Chromium, as well as Bromine and organic carbon significantly increased its effect on hospital admissions."
20049121,,"Hydrocarbons, Brominated^D006842^MESH",^^^^Study subjects,Belgium,dust|food|serum,"Hydrocarbons, Brominated^D006842^MESH",,,"Serum concentrations of Hexabromocyclododecanes were correlated with the exposure via dust, but not via dietary ingestion."
20049123,,Arsenic^D001151^MESH,Lung Neoplasms^disease^D008175^MESH^Controls for disease:|Lung Neoplasms^disease^D008175^MESH^Subjects with disease:|^^^^Study subjects,United States,nail,Arsenic^D001151^MESH,"Carcinoma, Squamous Cell^D002294^MESH|Small Cell Lung Carcinoma^D055752^MESH",,"This study supports the possibility of an increased risk of specific lung cancer histologic types (small-cell and squamous-cell carcinoma) at lower levels of arsenic exposure, as measured from toenail."
20049124,,Arsenic^D001151^MESH|Creatinine^D003404^MESH|Folic Acid^D005492^MESH|Homocysteine^D006710^MESH|Vitamin B 12^D014805^MESH,^^^^Study subjects,Bangladesh,plasma|urine|water,Arsenic^D001151^MESH|Creatinine^D003404^MESH|Folic Acid^D005492^MESH|Homocysteine^D006710^MESH|Vitamin B 12^D014805^MESH,,,"In summary, among this group of Bangladeshi adults with a high prevalence of cobalamin deficiency, cobalamin appeared to facilitate the methylation of inorganic arsenic to monomethylarsonic acid, particularly among women and among folate sufficient individuals."
20049128,,Nitric Oxide^D009569^MESH|Ozone^D010126^MESH,^^^^Study subjects,Canada,,Nitric Oxide^D009569^MESH|Ozone^D010126^MESH,,,We found that neighborhoods with high walkability tend to have high levels of primary traffic-related pollution (nitric oxide) but low concentrations of ozone.
20049129,diet,Mercury^D008628^MESH,^^^^Study subjects,United States,hair,Mercury^D008628^MESH,,,"Multiple samplings across a year-long period support earlier findings that a significant portion of the Japanese population has mercury intake levels exceeding the reference dose, whereas the Korean population has only a small percentage of individuals overexposed."
20049130,,Particulate Matter^D052638^MESH|Soot^D053260^MESH,^^^^Veterans,United States,,Particulate Matter^D052638^MESH|Soot^D053260^MESH,,regulation of blood pressure^GO:0008217^GO,"We observed positive associations between blood pressure (BP) and black carbon (BC), but not between BP and Particulate Matter (2.5), and found no evidence of effect modification of the association between BC and BP by gene variants related to antioxidative defense."
20049131,,Nitric Oxide^D009569^MESH|Particulate Matter^D052638^MESH|Vehicle Emissions^D001335^MESH,^^^^Pregnant females,United States,air,Nitric Oxide^D009569^MESH|Particulate Matter^D052638^MESH|Vehicle Emissions^D001335^MESH,Pre-Eclampsia^D011225^MESH|Premature Birth^D047928^MESH,,Exposure to local traffic-generated air pollution during pregnancy increases the risk of preeclampsia and preterm birth in Southern California women.
20049211,,"Pesticides^D010575^MESH|Water Pollutants, Chemical^D014874^MESH",Parkinson Disease^disease^D010300^MESH^Subjects with disease:,United States,"water, well",acephate^C001969^MESH|Aldicarb^D000448^MESH|Azinphosmethyl^D001387^MESH|Carbaryl^D012721^MESH|Carbofuran^D002235^MESH|chloropicrin^C100187^MESH|Chlorpyrifos^D004390^MESH|Diazinon^D003976^MESH|Dicofol^D004010^MESH|Dimethoate^D004117^MESH|Disulfoton^D004222^MESH|Linuron^D008044^MESH|Maneb^D008344^MESH|Methomyl^D008724^MESH|methyl demeton^C026086^MESH|Omite^C002771^MESH|Paraquat^D010269^MESH|Parathion^D010278^MESH|Permethrin^D026023^MESH|Phorate^D010702^MESH|Simazine^D012839^MESH|tetrachloroisophthalonitrile^C005806^MESH|Trichlorfon^D014236^MESH|triflumizol^C053549^MESH|vinclozolin^C025643^MESH,Parkinson Disease^D010300^MESH,,"Our study, the first to use agricultural pesticide application records, adds evidence that consuming well water presumably contaminated with pesticides may play a role in the etiology of Parkinson disease."
20049215,race|tobacco,Air Pollutants^D000393^MESH|Vehicle Emissions^D001335^MESH,^^^^Study subjects,United States,,,"Abortion, Spontaneous^D000022^MESH",,"In this cohort, living within 50 m of a road with annual average daily traffic of 15,200 or more was significantly associated with spontaneous abortion among African Americans and nonsmokers."
20049216,age|sex,bisphenol A^C006780^MESH,^^^^Children|^^^^Pregnant females,United States,urine,bisphenol A^C006780^MESH,Neurologic Manifestations^D009461^MESH,behavior^GO:0007610^GO,"These results suggest that prenatal bisphenol A exposure may be associated with externalizing behaviors in 2-year-old children, especially among female children."
20049219,,Particulate Matter^D052638^MESH,^^^^Study subjects,Estonia,,Vehicle Emissions^D001335^MESH,Heart Diseases^D006331^MESH,,In this study in Tartu a strong relation between exhaust traffic particles and cardiac diseases was established.
20049249,,Radioactive Pollutants^D011848^MESH,^^^^Infants or newborns,Belarus|Germany|Greece|United Kingdom,,Radioactive Pollutants^D011848^MESH,Leukemia^D007938^MESH,,Very low dose fetal exposure to Chernobyl contamination resulted in increases in infant leukemia in Europe and raises questions about current radiation risk models.
20049255,,"2,4,4',5-tetrachlorobiphenyl^C541132^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|aroclor 1260^C026987^MESH|Chlorodiphenyl (54% Chlorine)^D020111^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|Polychlorinated Biphenyls^D011078^MESH",^^^^Study subjects,Canada,serum,"2,4,4',5-tetrachlorobiphenyl^C541132^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|aroclor 1260^C026987^MESH|Chlorodiphenyl (54% Chlorine)^D020111^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|Polychlorinated Biphenyls^D011078^MESH",Diabetes Mellitus^D003920^MESH,,"These findings support the hypothesis that environmental exposure to elevated dichlorodiphenyl dichloroethylene (p,p'-DDE) and polychlorinated biphenyls is associated with increased risk of diabetes."
